112下,561078,GECG00048,"歷史/進階(96)
校基本素養(106),核心通識-歷史與文明(90),領域課程-公民與倫理思考(110)","霸權興衰史：從十五世紀至當代
核心通識-歷史與文明通識校基本領域課程-公民與倫理思考",The Rise and Fall of the Great Powers,60,66,R56-A103[GF],2.00,2.00,劉河北,核心,通識
112下,561079,GECG00082,"校基本素養(106)
領域課程-公民與倫理思考(110)","從經典故事談學術研究倫理
通識校基本領域課程-公民與倫理思考",Academic Research Ethics: Principles and Case Studies,50,36,T56-A202[GF],2.00,2.00,潘璿安,核心,通識
112下,561080,GECG10033,"校基本素養(106)
領域課程-個人、社會與文化(110)","腦科學看人文與社會
通識校基本領域課程-個人、社會與文化",Neuroscience Perspectives on the Humanities and Society,200,200,M78-Lib-B1[GF],2.00,2.00,謝仁俊,核心,通識
112下,561082,GECG10007,"校基本素養(106)
領域課程-個人、社會與文化(110)","傳播科技與媒體素養
通識校基本領域課程-個人、社會與文化",Communication Technology and Media Literacy,50,34,R56-HC101[GF],2.00,2.00,陳延昇、吳泰毅,核心,通識
112下,561083,GECG10040,"校基本素養(106)
領域課程-公民與倫理思考(110)","醫療人力資源與勞動權益
通識校基本領域課程-公民與倫理思考",Medical Workforce and Labor Rights,50,25,T78-A204[GF],2.00,2.00,邱羽凡、王漢威,核心,通識
112下,561084,GECG10030,"核心-人文(106)
基本素養-生命及品格教育(110)","科技與醫療的人文關懷
基本素養-生命及品格教育通識核心",Humanism in Technology and Medical Cares,65,68,R56-A401[GF],2.00,2.00,程千芳、陳俞琪、王小滕、林士平、林承霈,核心,通識
112下,561085,GECG10042,"校基本素養(106)
基本素養-生命及品格教育(110)","生涯啟航：個人與職場的鏈結
基本素養-生命及品格教育通識校基本",Career Voyage: Exploring the Connection between Life and Workplace,60,63,F567-HC103[GF],3.00,3.00,盧郁安、陳延昇,核心,通識
112下,561086,GECG00085,"校基本素養(106)
領域課程-社會中的科技與自然(110)","藥學知多少
通識校基本領域課程-社會中的科技與自然",An introductory guide to pharmacy,55,55,T34-A204[GF],1.00,1.00,胡德民、林滿玉、康照洲、姜紹青、陳惠亭、陳謄州、許銘能、王孟仁,核心,通識
112下,561087,GECG00013,"自然/進階(96)
核心-自然(106),核心通識-科技與社會(90),領域課程-社會中的科技與自然(110)","探索科學II：從前現代到現代科學
核心通識-科技與社會通識核心領域課程-社會中的科技與自然英文授課",Exploring History of Science. Part 2: From pre-modern to modern science,50,20,T78-A202[GF],2.00,2.00,博佳佳,核心,通識
112下,561500,GEGE00008,"校基本素養(106)
核心通識-科技與社會(90),領域課程-社會中的科技與自然(110)","科技與社會
核心通識-科技與社會通識校基本領域課程-社會中的科技與自然","Science,Technology and Society",70,46,M78-A202[GF],2.00,2.00,陳永平、陳詩欣、顧彩璇、張佳智、魏群樹,核心,通識
112下,561501,GEGE00001,"自然/進階(96)
校基本素養(106),博雅選修通識 (90),領域課程-個人、社會與文化(110)","交通安全與生命教育
博雅選修通識通識校基本領域課程-個人、社會與文化",Traffic Safety and Life Education,66,72,T89-A901[GF],2.00,2.00,吳宗修,核心,通識
112下,561502,GEGE00015,"校基本素養(106)
博雅選修通識 (90),領域課程-社會中的科技與自然(110)","科技與電影
博雅選修通識通識校基本領域課程-社會中的科技與自然",Technology and Film,99,100,M78-ED117[GF],2.00,2.00,郭嘉真,核心,通識
112下,579026,GECL00021,"跨院基本素養(106)
校基本素養(106),語言與溝通-溝通表達(111)","華語文教材教法
語言與溝通-溝通表達通識校基本[管] 通識跨院",Chinese Language Teaching Materials & Teaching Methods,20,13,M34-A402[GF],2.00,2.00,鄭彩娥,選修,通識
112下,599000,GETE10001,"跨院基本素養(106)
校基本素養(106),領域課程-個人、社會與文化(110)","學習與閱讀理解策略
通識校基本[管] 通識跨院遠距領域課程-個人、社會與文化",Learning How to Learn: Strategies for Reading and Learning,不限,33,F56-HA219[GF],2.00,2.00,陳鏗任,教育,通識
112下,599015,GETE20019,"校基本素養(106)
領域課程-社會中的科技與自然(110)","科學教育：理性、思考、創新
通識校基本領域課程-社會中的科技與自然","Science Education: Rationality, Thinking, Creativity",不限,12,W12-HA216[GF],2.00,2.00,陳雅君,教育,通識
112下,571003,GESL00007,"校基本素養(106)
領域課程-個人、社會與文化(110)","永續發展與設計實踐-服務學習(二)
專業服務學習通識校基本領域課程-個人、社會與文化",Sustainable Development and Design Practice-Service Learning II,30,14,Wabc-,3.00,3.00,潘美玲,選修,通識
112下,574000,GEIT10001,"核心-自然(106)
校基本素養(106),基本素養-量性推理(110)","JavaScript 網頁程式設計
基本素養-量性推理通識校基本通識核心",JavaScript Web Programming,40,49,W234-CS-PC3[GF],3.00,3.00,廖文宏,選修,通識
112下,574001,GEIT10002,"跨院基本素養(106)
基本素養-量性推理(110)","Python 與物聯網資料分析
基本素養-量性推理[工,理,管,生,人,客,跨] 通識跨院",Python and IoT Data Analysis,40,46,R234-CS-PC3[GF],3.00,3.00,廖文宏,選修,通識
112下,574005,GEIT00003,"跨院基本素養(106)
基本素養-量性推理(110)","Kotlin程式設計
基本素養-量性推理[工,理,生,人,客,跨] 通識跨院",Kotlin Programming,50,19,R567-CS-PC3[GF],3.00,3.00,謝旻錚,選修,通識
112下,574006,GEIT10007,"核心-自然(106)
基本素養-量性推理(110)","Python程式設計
基本素養-量性推理通識核心",Python Programming,75,92,R567-CS-PC4[GF],3.00,3.00,鄭昌杰,選修,通識
112下,574007,GEIT00005,"校基本素養(106)
博雅選修通識 (90),領域課程-社會中的科技與自然(110)","資訊安全素養
博雅選修通識通識校基本領域課程-社會中的科技與自然",Cybersecurity Literacy,50,31,M56-YL402[YM],2.00,2.00,潘美連,選修,通識
112下,574008,GEIT00006,"校基本素養(106)
領域課程-社會中的科技與自然(110)","醫學資訊概論
通識校基本領域課程-社會中的科技與自然",Introduction to Medical Informatics,50,49,W56-YL402[YM],2.00,2.00,潘美連,選修,通識
112下,574009,GEIT10001,"核心-自然(106)
校基本素養(106),基本素養-量性推理(110)","JavaScript 網頁程式設計
基本素養-量性推理通識校基本通識核心",JavaScript Web Programming,40,45,T567-CS-PC3[GF],3.00,3.00,廖文宏,選修,通識
112下,576001,AATL00003,"校基本素養(106)
核心通識-藝術與文化(90),領域課程-人文與美學(110)","西洋藝術史觀點
核心通識-藝術與文化通識校基本領域課程-人文與美學",Perspectives in Western Art History,30,30,W34n-A103[GF],3.00,3.00,蕭智尹,選修,通識
112下,576002,AATL00002,"校基本素養(106)
核心通識-藝術與文化(90),領域課程-人文與美學(110)","現代藝術觀點
核心通識-藝術與文化通識校基本領域課程-人文與美學",Perspectives in Modern Art,30,20,M567-A104[GF],3.00,3.00,蕭智尹,選修,通識
112下,567000,GEBT00002,"跨院基本素養(106)
校基本素養(106),領域課程-社會中的科技與自然(110)","普通生物學(二)
通識校基本[電,工,理,客,跨] 通識跨院領域課程-社會中的科技與自然",General Biology (II),90,96,Wn56-SA320[GF],3.00,3.00,廖光文、曲在雯、何奕儒,必修,通識
112下,567001,GEBT00002,"跨院基本素養(106)
校基本素養(106),領域課程-社會中的科技與自然(110)","普通生物學(二)
通識校基本[電,工,理,客,跨] 通識跨院領域課程-社會中的科技與自然英文授課",General Biology (II),70,34,Wn56-SC106[GF],3.00,3.00,趙啟宏、林東毅,必修,通識
112下,567005,GEBT00009,"跨院基本素養(106)
領域課程-社會中的科技與自然(110)","近代生物學(二)
[電] 通識跨院領域課程-社會中的科技與自然",Modern Biology (II),120,39,T2W34-EE105[GF],3.00,3.00,梁美智、黃植懋、高智飛,選修,通識
112下,567006,GEBT00002,"跨院基本素養(106)
校基本素養(106),領域課程-社會中的科技與自然(110)","普通生物學(二)
通識校基本[電,工,理,客,跨] 通識跨院領域課程-社會中的科技與自然",General Biology (II),120,49,Wn56-SA321[GF],3.00,3.00,莊碧簪、柯立偉,必修,通識
112下,517150,MGBA10001,"校基本素養(106)
基本素養-組織管理(110)","創業與創新實作專案(I)
基本素養-組織管理通識校基本",Foundations of Management and Entrepreneurship,10,14,W567-A703B[GF],3.00,3.00,黃仕斌,必修,通識
112下,430202,BTMB30066,"跨院基本素養(106)
領域課程-社會中的科技與自然(110)","聽力科學
[電,資,人] 通識跨院領域課程-社會中的科技與自然英文授課",Hearing Sciences,不限,9,F567-BI301[BA],3.00,3.00,曲在雯,選修,通識
112下,161006,GECE00089,"核心-自然(106)
核心通識-哲學與心靈(90),基本素養-批判思考(110)","邏輯學
基本素養-批判思考核心通識-哲學與心靈通識核心英文授課",Logic,45,45,T12-YT202[YM],2.00,2.00,嚴偉哲,必修,通識
112下,534104,HSFL20038,"跨院基本素養(106)
校基本素養(106),領域課程-社會中的科技與自然(110)","語言與人類心智
通識校基本[管,生,客] 通識跨院領域課程-社會中的科技與自然",Language and the Human Mind,20,30,R234-HC103[GF],3.00,3.00,周昭廷,選修,通識
112下,534020,HSIE30068,"核心-社會(106)
核心通識-倫理與道德思考(90),領域課程-公民與倫理思考(110)","資訊素養與倫理
核心通識-倫理與道德思考通識核心領域課程-公民與倫理思考",Information Literacy and Ethics,30,30,T34-HA315[GF],2.00,2.00,魏彗娟,選修,通識
112下,330010,HKEC30015,"跨院基本素養(106)
領域課程-個人、社會與文化(110)","人類學理論
[電,資,理,管] 通識跨院領域課程-個人、社會與文化",Theory in Anthropology,20,22,T567-HK207[LJ],3.00,3.00,蔡晏霖,選修,通識
112下,545460,EEBM30012,"校基本素養(106)
領域課程-社會中的科技與自然(110)","生醫設計與實作
通識校基本領域課程-社會中的科技與自然",Bio-Design and Implementation Course,不限,23,T567-EE118[GF],3.00,3.00,陳冠宇,選修,通識
112下,535519,CSIC30104,"校基本素養(106)
領域課程-社會中的科技與自然(110)","虛擬醫用儀表
通識校基本領域課程-社會中的科技與自然",Virtual Biomedical Instrumentation,50,27,T56-EC315[GF],3.00,3.00,蕭子健、張家齊,選修,通識
112下,537007,MGMS30092,"跨院基本素養(106)
校基本素養(106),核心通識-社會與經濟(90),基本素養-組織管理(110)","財務管理
基本素養-組織管理核心通識-社會與經濟通識校基本[電,資] 通識跨院",Financial Management,140,169,"W789-AB102[GF],W789-YT301[YM]",3.00,3.00,蔡璧徽,必修,通識
112下,537707,MGIF30015,"校基本素養(106)
基本素養-組織管理(110)","元大金融科技講堂
基本素養-組織管理通識校基本",Financial Technology Seminar by Yuanta,120,134,W567-M-b10[GF],3.00,3.00,黃思皓,選修,通識
112下,537708,MGIF30024,"校基本素養(106)
基本素養-組織管理(110)","創業與籌資
基本素養-組織管理通識校基本",Entrepreneurship and New Venture Funding,50,52,Tabc-M115[GF],3.00,3.00,鍾惠民、陳玠甫、王燈山,選修,通識
112下,537800,MGMT30014,"跨院基本素養(106)
校基本素養(106),基本素養-組織管理(110)","創業與新產品開發
基本素養-組織管理通識校基本[電,資,人,客] 通識跨院英文授課",Entrepreneurship and New Product Development,30,29,W234-A701[GF],3.00,3.00,林士平,選修,通識
112下,230016,MGBM30053,跨院基本素養(106),"經濟學:一種看世界的方法
[電,資] 通識跨院",Economics:one way we see the world,不限,14,M234-TB307[BM],3.00,3.00,葉俊顯、莊委桐,選修,通識
112下,537915,LWLW30026,"校基本素養(106)
領域課程-個人、社會與文化(110)","公共衛生法
通識校基本領域課程-個人、社會與文化",Public Health Law,不限,23,R34-MB1069[GF],2.00,2.00,賈文宇,選修,通識
112下,537922,LWLW30206,"跨院基本素養(106)
領域課程-公民與倫理思考(110)","行政法
[電,資,理,生,人,客] 通識跨院領域課程-公民與倫理思考",Administrative Law,85,35,W34n-YL403[YM],3.00,3.00,賈文宇,選修,通識
112下,557605,MGIM30053,"校基本素養(106)
領域課程-社會中的科技與自然(110)","科學的歷程
通識校基本領域課程-社會中的科技與自然",The History of Science,20,20,Tabc-MB304[GF],3.00,3.00,羅濟群,選修,通識
112下,557905,LWLW30263,"校基本素養(106)
領域課程-個人、社會與文化(110)","數位經濟與反托拉斯法
通識校基本遠距領域課程-個人、社會與文化",Digital Economy and Antitrust Law,不限,122,Tab-,2.00,2.00,鄭歆儒,選修,通識
112下,557910,LWLW30144,"跨院基本素養(106)
校基本素養(106),領域課程-社會中的科技與自然(110)","生物醫學概論
通識校基本[電,資] 通識跨院領域課程-社會中的科技與自然",Introduction to Biomedicine,50,52,Wab-A103[GF],2.00,2.00,柯政昌、陳豐奇,選修,通識
112下,557917,LWLW30219,核心-社會(106),"資訊隱私權法
通識核心",Information Privacy Law,不限,37,Rabc-EE209[GF],3.00,3.00,陳鋕雄、郭詠華,選修,通識
112下,515500,CSCS10025,"跨院基本素養(106)
校基本素養(106),基本素養-量性推理(110)","離散數學
基本素養-量性推理通識校基本[工,跨] 通識跨院",Discrete Mathematics,91,59,M34-EC015[GF],3.00,3.00,楊武,必修,通識
112下,515501,DCP2353,"自然/進階(96)
跨院基本素養(106),校基本素養(106)","離散數學
通識校基本[工] 通識跨院英文授課",Discrete Mathematics,91,103,M34-EC114[GF],3.00,3.00,樓洋,必修,通識
112下,515502,CSCS10025,"跨院基本素養(106)
校基本素養(106),基本素養-量性推理(110)","離散數學
基本素養-量性推理通識校基本[工,跨] 通識跨院英文授課",Discrete Mathematics,91,111,M34-EC122[GF],3.00,3.00,嚴力行,必修,通識
112下,515012,EEEC10016,跨院基本素養(106),"訊號與系統
[工] 通識跨院",Signals and Systems,70,75,M34W2-ED103[GF],3.00,3.00,王忠炫,必修,通識
112下,515013,EEEC10016,跨院基本素養(106),"訊號與系統
[工] 通識跨院",Signals and Systems,70,71,M34W2-EE105[GF],3.00,3.00,蔡尚澕,必修,通識
112下,515014,EEEC10016,跨院基本素養(106),"訊號與系統
[工] 通識跨院",Signals and Systems,70,70,M34W2-ED303[GF],3.00,3.00,賴青沂,必修,通識
112下,515015,EEEC10016,跨院基本素養(106),"訊號與系統
[工] 通識跨院",Signals and Systems,70,70,M34W2-ED203[GF],3.00,3.00,冀泰石,必修,通識
112下,515016,EEEC10016,跨院基本素養(106),"訊號與系統
[工] 通識跨院",Signals and Systems,70,94,M34W2-ED116[GF],3.00,3.00,鄭耿璽,必修,通識
112下,517000,MGCM10014,"跨院基本素養(106)
基本素養-量性推理(110)","經濟學(二)
基本素養-量性推理[電,資,理,生,人,客] 通識跨院",Economics (II),135,141,W234-M101[GF],3.00,3.00,郭家豪,必修,通識
112下,517001,MGCM10014,"跨院基本素養(106)
基本素養-量性推理(110)","經濟學(二)
基本素養-量性推理[電,資,理,生,人,客] 通識跨院",Economics (II),135,126,W234-M-b10[GF],3.00,3.00,黃星華,必修,通識
112下,517003,MGCM10005,"跨院基本素養(106)
基本素養-量性推理(110)","會計學(二)
基本素養-量性推理[電,資,理,生,人] 通識跨院",Accounting (II),125,94,M567-M-b10[GF],3.00,3.00,陳宗岡,必修,通識
112下,517004,MGCM10005,"跨院基本素養(106)
基本素養-量性推理(110)","會計學(二)
基本素養-量性推理[電,資,理,生,人] 通識跨院",Accounting (II),135,95,M567-M101[GF],3.00,3.00,蔡璧徽,必修,通識
112下,517005,MGCM10005,"跨院基本素養(106)
基本素養-量性推理(110)","會計學(二)
基本素養-量性推理[電,資,理,生,人] 通識跨院",Accounting (II),75,64,M567-M205[GF],3.00,3.00,林瑞嘉,必修,通識
112下,517018,MGCM10009,"跨院基本素養(106)
基本素養-組織管理(110)","管理學
基本素養-組織管理[電,資,理,生,人,客] 通識跨院",Management,80,80,T567-M-b10[GF],3.00,3.00,黃瓊誼,必修,通識
112下,517019,MGCM10009,"跨院基本素養(106)
基本素養-組織管理(110)","管理學
基本素養-組織管理[電,資,理,生,人,客] 通識跨院",Management,80,82,T567-F110[GF],3.00,3.00,蕭嬋,必修,通識
112下,517020,MGCM10009,"跨院基本素養(106)
基本素養-組織管理(110)","管理學
基本素養-組織管理[電,資,理,生,人,客] 通識跨院",Management,80,87,T567-AB101[GF],3.00,3.00,李昕潔,必修,通識
112下,562000,GELT00020,"進階(87)
語言與溝通-英文(111)","學術英文聽力與討論
語言與溝通-英文",Academic English Listening and Discussion,25,5,M78-HC101[GF],2.00,2.00,林律君,語言溝通,外語
112下,562001,GELT00020,"進階(87)
語言與溝通-英文(111)","學術英文聽力與討論
語言與溝通-英文",Academic English Listening and Discussion,25,17,T12-A505[GF],2.00,2.00,鄭維容,語言溝通,外語
112下,562003,GELT00020,"進階(87)
語言與溝通-英文(111)","學術英文聽力與討論
語言與溝通-英文英文授課",Academic English Listening and Discussion,25,20,W34-A502[GF],2.00,2.00,李麥德,語言溝通,外語
112下,562004,GELT00020,"進階(87)
語言與溝通-英文(111)","學術英文聽力與討論
語言與溝通-英文英文授課",Academic English Listening and Discussion,25,10,F12-A502[GF],2.00,2.00,李麥德,語言溝通,外語
112下,562005,GELT00020,"進階(87)
語言與溝通-英文(111)","學術英文聽力與討論
語言與溝通-英文英文授課",Academic English Listening and Discussion,25,9,F34-A502[GF],2.00,2.00,李麥德,語言溝通,外語
112下,562006,GELT00020,"進階(87)
語言與溝通-英文(111)","學術英文聽力與討論
語言與溝通-英文",Academic English Listening and Discussion,25,8,F34-A402[GF],2.00,2.00,楊芳盈,語言溝通,外語
112下,562007,GELT00021,"進階(87)
語言與溝通-英文(111)","學術英文聽力與寫作
語言與溝通-英文",Academic English Listening and Writing,25,18,M56-A501[GF],2.00,2.00,闕郁軒,語言溝通,外語
112下,562008,GELT00021,"進階(87)
語言與溝通-英文(111)","學術英文聽力與寫作
語言與溝通-英文",Academic English Listening and Writing,25,15,M78-A501[GF],2.00,2.00,闕郁軒,語言溝通,外語
112下,562009,GELT00021,"進階(87)
語言與溝通-英文(111)","學術英文聽力與寫作
語言與溝通-英文",Academic English Listening and Writing,25,21,W12-A405[GF],2.00,2.00,闕郁軒,語言溝通,外語
112下,562010,GELT00021,"進階(87)
語言與溝通-英文(111)","學術英文聽力與寫作
語言與溝通-英文",Academic English Listening and Writing,25,25,R34-A307[GF],2.00,2.00,彭怡婷,語言溝通,外語
112下,562011,GELT00022,"進階(87)
語言與溝通-英文(111)","學術英文閱讀與討論
語言與溝通-英文",Academic English Reading and Discussion,25,10,T34-A503[GF],2.00,2.00,吳宇晴,語言溝通,外語
112下,562012,GELT00022,"進階(87)
語言與溝通-英文(111)","學術英文閱讀與討論
語言與溝通-英文",Academic English Reading and Discussion,25,22,T78-A405[GF],2.00,2.00,吳宇晴,語言溝通,外語
112下,562013,GELT00022,"進階(87)
語言與溝通-英文(111)","學術英文閱讀與討論
語言與溝通-英文",Academic English Reading and Discussion,25,24,W34-A307[GF],2.00,2.00,張月菁,語言溝通,外語
112下,562014,GELT00022,"進階(87)
語言與溝通-英文(111)","學術英文閱讀與討論
語言與溝通-英文",Academic English Reading and Discussion,25,25,W34-A310[GF],2.00,2.00,林玉書,語言溝通,外語
112下,562015,GELT00022,"進階(87)
語言與溝通-英文(111)","學術英文閱讀與討論
語言與溝通-英文",Academic English Reading and Discussion,25,26,W56-A501[GF],2.00,2.00,林玉書,語言溝通,外語
112下,562016,GELT00022,"進階(87)
語言與溝通-英文(111)","學術英文閱讀與討論
語言與溝通-英文",Academic English Reading and Discussion,25,25,W56-A307[GF],2.00,2.00,張月菁,語言溝通,外語
112下,562017,GELT00022,"進階(87)
語言與溝通-英文(111)","學術英文閱讀與討論
語言與溝通-英文",Academic English Reading and Discussion,25,26,R56-A203[GF],2.00,2.00,吳宇晴,語言溝通,外語
112下,562018,GELT00023,"進階(87)
語言與溝通-英文(111)","學術英文閱讀與寫作
語言與溝通-英文",Academic English Reading and Writing,25,25,M78-A405[GF],2.00,2.00,林玉書,語言溝通,外語
112下,562019,GELT00023,"進階(87)
語言與溝通-英文(111)","學術英文閱讀與寫作
語言與溝通-英文",Academic English Reading and Writing,25,20,T12-A405[GF],2.00,2.00,林曉薇,語言溝通,外語
112下,562020,GELT00023,"進階(87)
語言與溝通-英文(111)","學術英文閱讀與寫作
語言與溝通-英文",Academic English Reading and Writing,25,21,T34-A405[GF],2.00,2.00,林曉薇,語言溝通,外語
112下,562021,GELT00023,"進階(87)
語言與溝通-英文(111)","學術英文閱讀與寫作
語言與溝通-英文",Academic English Reading and Writing,25,9,W34-A309[GF],2.00,2.00,黃佩如,語言溝通,外語
112下,562022,GELT00023,"進階(87)
語言與溝通-英文(111)","學術英文閱讀與寫作
語言與溝通-英文",Academic English Reading and Writing,25,24,W56-A502[GF],2.00,2.00,黃佩如,語言溝通,外語
112下,562023,GELT00023,"進階(87)
語言與溝通-英文(111)","學術英文閱讀與寫作
語言與溝通-英文",Academic English Reading and Writing,25,24,M34-A505[GF],2.00,2.00,陳亞玲,語言溝通,外語
112下,562024,GELT00023,"進階(87)
語言與溝通-英文(111)","學術英文閱讀與寫作
語言與溝通-英文",Academic English Reading and Writing,25,24,M56-A405[GF],2.00,2.00,林玉書,語言溝通,外語
112下,562025,GELT00024,"進階(87)
語言與溝通-英文(111)","學術英文口語發表
語言與溝通-英文",Academic English Oral Presentation,25,6,T12-A402[GF],2.00,2.00,李麥德,語言溝通,外語
112下,562026,GELT00024,"進階(87)
語言與溝通-英文(111)","學術英文口語發表
語言與溝通-英文",Academic English Oral Presentation,25,24,T56-A505[GF],2.00,2.00,吳思葦,語言溝通,外語
112下,562027,GELT00024,"進階(87)
語言與溝通-英文(111)","學術英文口語發表
語言與溝通-英文",Academic English Oral Presentation,25,21,R34-A505[GF],2.00,2.00,吳思葦,語言溝通,外語
112下,562028,GELT00024,"進階(87)
語言與溝通-英文(111)","學術英文口語發表
語言與溝通-英文",Academic English Oral Presentation,25,25,R56-A505[GF],2.00,2.00,吳思葦,語言溝通,外語
112下,562029,GELT00025,"進階(87)
語言與溝通-英文(111)","學術英文口語溝通
語言與溝通-英文",Academic English Communication,25,10,M56-A402[GF],2.00,2.00,鄺粵敏,語言溝通,外語
112下,562030,GELT00025,"進階(87)
語言與溝通-英文(111)","學術英文口語溝通
語言與溝通-英文",Academic English Communication,25,10,T12-A307[GF],2.00,2.00,鄺粵敏,語言溝通,外語
112下,562031,GELT00026,"進階(87)
語言與溝通-英文(111)","學術線上英文會議簡報
語言與溝通-英文遠距",Academic English for Online Presentations,25,19,F34-,2.00,2.00,秦毓婷,語言溝通,外語
112下,562032,GELT00026,"進階(87)
語言與溝通-英文(111)","學術線上英文會議簡報
語言與溝通-英文遠距",Academic English for Online Presentations,25,12,F56-,2.00,2.00,秦毓婷,語言溝通,外語
112下,562033,GELT00014,"進階(87)
語言與溝通-英文(111)","學術英文寫作
語言與溝通-英文",Academic English Writing,20,16,W34-A501[GF],2.00,2.00,楊芳盈,語言溝通,外語
112下,562035,GELT20026,"進階(87)
語言與溝通-英文(111)","科技英文
語言與溝通-英文英文授課",Technical English,25,16,W12-A502[GF],2.00,2.00,李麥德,語言溝通,外語
112下,562037,GELT20006,"進階(87)
語言與溝通-英文(111)","商用英文
語言與溝通-英文",Business English,25,25,M12-A505[GF],2.00,2.00,陳亞玲,語言溝通,外語
112下,562038,GELT20006,"進階(87)
語言與溝通-英文(111)","商用英文
語言與溝通-英文",Business English,25,20,F56-A304[GF],2.00,2.00,鄺粵敏,語言溝通,外語
112下,562039,GELT20012,"進階(87)
語言與溝通-英文(111)","新聞英語
語言與溝通-英文",Newspaper English,25,23,T34-A506[GF],2.00,2.00,秦毓婷,語言溝通,外語
112下,562040,GELT20012,"進階(87)
語言與溝通-英文(111)","新聞英語
語言與溝通-英文",Newspaper English,25,24,R56-A506[GF],2.00,2.00,秦毓婷,語言溝通,外語
112下,562041,GELT20007,"進階(87)
語言與溝通-英文(111)","國際現勢討論
語言與溝通-英文英文授課",Current World Affairs,25,15,R12-A304[GF],2.00,2.00,李麥德,語言溝通,外語
112下,562042,GELT20007,"進階(87)
語言與溝通-英文(111)","國際現勢討論
語言與溝通-英文英文授課",Current World Affairs,25,18,R34-A304[GF],2.00,2.00,李麥德,語言溝通,外語
112下,562043,GELT20013,"進階(87)
語言與溝通-英文(111)","旅遊英文
語言與溝通-英文",English for Tourists,25,28,W56-A304[GF],2.00,2.00,鄺粵敏,語言溝通,外語
112下,562044,GELT20013,"進階(87)
語言與溝通-英文(111)","旅遊英文
語言與溝通-英文",English for Tourists,25,28,R12-A501[GF],2.00,2.00,吳舜華,語言溝通,外語
112下,562045,GELT20013,"進階(87)
語言與溝通-英文(111)","旅遊英文
語言與溝通-英文",English for Tourists,25,30,R56-A405[GF],2.00,2.00,彭怡婷,語言溝通,外語
112下,562046,GELT20013,"進階(87)
語言與溝通-英文(111)","旅遊英文
語言與溝通-英文",English for Tourists,25,30,R78-A405[GF],2.00,2.00,彭怡婷,語言溝通,外語
112下,562047,GELT00027,"進階(87)
語言與溝通-英文(111)","英文跨文化溝通
語言與溝通-英文",Intercultural Communication in English,25,9,R34-A501[GF],2.00,2.00,吳舜華,語言溝通,外語
112下,562048,GELT00027,"進階(87)
語言與溝通-英文(111)","英文跨文化溝通
語言與溝通-英文",Intercultural Communication in English,25,17,R56-A403[GF],2.00,2.00,吳舜華,語言溝通,外語
112下,562049,GELT20021,"進階(87)
語言與溝通-英文(111)","正向幸福心理學的英文課
語言與溝通-英文",Positive psychology English class,25,18,R34-HC101[GF],2.00,2.00,孫于智,語言溝通,外語
112下,562050,GELT00007,"進階(87)
語言與溝通-英文(111)","職場英文
語言與溝通-英文",English for the Workplace,25,25,W34-A504[GF],2.00,2.00,陳亞玲,語言溝通,外語
112下,562051,GELT00007,"進階(87)
語言與溝通-英文(111)","職場英文
語言與溝通-英文",English for the Workplace,25,25,W56-A506[GF],2.00,2.00,陳亞玲,語言溝通,外語
112下,562052,GELT00009,"進階(87)
語言與溝通-英文(111)","讀小說學英文
語言與溝通-英文",English Readers,25,24,W12-A505[GF],2.00,2.00,郭詩芝,語言溝通,外語
112下,562053,GELT00009,"進階(87)
語言與溝通-英文(111)","讀小說學英文
語言與溝通-英文",English Readers,25,18,F78-A502[GF],2.00,2.00,吳宇晴,語言溝通,外語
112下,562054,GELT00017,"進階(87)
語言與溝通-英文(111)","國際禮儀英文
語言與溝通-英文",English for International Etiquette,25,21,F12-A505[GF],2.00,2.00,郭詩芝,語言溝通,外語
112下,562055,GELT00017,"進階(87)
語言與溝通-英文(111)","國際禮儀英文
語言與溝通-英文",English for International Etiquette,25,25,F34-A505[GF],2.00,2.00,郭詩芝,語言溝通,外語
112下,562056,GELT00011,"進階(87)
語言與溝通-英文(111)","留學英文
語言與溝通-英文",English for Studying Abroad,25,19,R56-A504[GF],2.00,2.00,林麗美,語言溝通,外語
112下,562057,GELT00011,"進階(87)
語言與溝通-英文(111)","留學英文
語言與溝通-英文",English for Studying Abroad,25,23,R78-A504[GF],2.00,2.00,林麗美,語言溝通,外語
112下,562058,GELT00013,"進階(87)
語言與溝通-英文(111)","職場英文寫作
語言與溝通-英文",Workplace English Writing,20,18,T56-A506[GF],2.00,2.00,秦毓婷,語言溝通,外語
112下,562059,GELT00013,"進階(87)
語言與溝通-英文(111)","職場英文寫作
語言與溝通-英文遠距",Workplace English Writing,20,19,F34-,2.00,2.00,吳思葦,語言溝通,外語
112下,562060,GELT10008,"其它(87)
語言與溝通-第二外語(111)","日文(一)
語言與溝通-第二外語",Japanese(I),45,47,M34-A501[GF],2.00,2.00,陳曉貞,語言溝通,外語
112下,562061,GELT10008,"其它(87)
語言與溝通-第二外語(111)","日文(一)
語言與溝通-第二外語",Japanese(I),45,44,M56-A304[GF],2.00,2.00,洪淑娟,語言溝通,外語
112下,562062,GELT10008,"其它(87)
語言與溝通-第二外語(111)","日文(一)
語言與溝通-第二外語",Japanese(I),45,59,T12-A501[GF],2.00,2.00,賴薇如,語言溝通,外語
112下,562063,GELT10008,"其它(87)
語言與溝通-第二外語(111)","日文(一)
語言與溝通-第二外語",Japanese(I),45,49,W12-A303[GF],2.00,2.00,周雅玲,語言溝通,外語
