112下,110144,MDMD20314,,泌尿外科臨床實習(一),Clerkship in Urology,不限,36,,2.00,0.00,泌尿學科,必修,(醫學系)
112下,110145,MDMD20313,,泌尿外科臨床實習(三),Clerkship in Urology,不限,1,,2.00,0.00,泌尿學科,必修,(醫學系)
112下,110146,MDMD20170,,直腸外科臨床實習(一),Clerkship in Colorectal Surgery,不限,22,,2.00,0.00,外科學科,必修,(醫學系)
112下,110147,MDMD20315,,直腸外科臨床實習(二),Clerkship in Colorectal Surgery,不限,2,,2.00,0.00,外科學科,必修,(醫學系)
112下,110148,MDMD20316,,直腸外科臨床實習(三),Clerkship in Colorectal Surgery,不限,0,,2.00,0.00,外科學科,必修,(醫學系)
112下,110149,MDMD20062,,小兒外科臨床實習(一),Clerkship in Pediatric Surgery,不限,11,,2.00,0.00,外科學科,必修,(醫學系)
112下,110150,MDMD20317,,小兒外科臨床實習(二),Clerkship in Pediatric Surgery,不限,0,,2.00,0.00,外科學科,必修,(醫學系)
112下,110151,MDMD20318,,小兒外科臨床實習(三),Clerkship in Pediatric Surgery,不限,0,,2.00,0.00,外科學科,必修,(醫學系)
112下,110152,MDMD20043,,外科加護病房臨床實習(一),Clerkship in Surgery Intensive Care Unit,不限,31,,2.00,0.00,外科學科,必修,(醫學系)
112下,110153,MDMD20319,,外科加護病房臨床實習(二),Clerkship in Surgery Intensive Care Unit,不限,0,,2.00,0.00,外科學科,必修,(醫學系)
112下,110154,MDMD20320,,外科加護病房臨床實習(三),Clerkship in Surgery Intensive Care Unit,不限,0,,2.00,0.00,外科學科,必修,(醫學系)
112下,110155,MDMD20177,,眼科臨床實習(一),Clerkship in Ophthalmology,不限,63,,2.00,0.00,眼科學科,必修,(醫學系)
112下,110156,MDMD20321,,眼科臨床實習(二),Clerkship in Ophthalmology,不限,8,,2.00,0.00,眼科學科,必修,(醫學系)
112下,110157,MDMD20322,,眼科臨床實習(三),Clerkship in Ophthalmology,不限,4,,2.00,0.00,眼科學科,必修,(醫學系)
112下,110158,MDMD20205,,耳鼻喉科臨床實習(一),Clerkship in Otolaryngology,不限,76,,2.00,0.00,耳鼻喉學科,必修,(醫學系)
112下,110159,MDMD20323,,耳鼻喉科臨床實習(二),Clerkship in Otolaryngology,不限,10,,2.00,0.00,耳鼻喉學科,必修,(醫學系)
112下,110160,MDMD20324,,耳鼻喉科臨床實習(三),Clerkship in Otolaryngology,不限,3,,2.00,0.00,耳鼻喉學科,必修,(醫學系)
112下,110161,MDMD20167,,皮膚科臨床實習(一),Clerkship in Dermatology,不限,62,,2.00,0.00,皮膚學科,必修,(醫學系)
112下,110162,MDMD20325,,皮膚科臨床實習(二),Clerkship in Dermatology,不限,3,,2.00,0.00,皮膚學科,必修,(醫學系)
112下,110163,MDMD20326,,皮膚科臨床實習(三),Clerkship in Dermatology,不限,1,,2.00,0.00,皮膚學科,必修,(醫學系)
112下,110164,MDMD20112,,放射治療科臨床實習(一),Clerkship in Radiation Oncology,不限,10,,2.00,0.00,放射線學科,必修,(醫學系)
112下,110165,MDMD20331,,放射治療科臨床實習(二),Clerkship in Radiation Oncology,不限,1,,2.00,0.00,放射線學科,必修,(醫學系)
112下,110166,MDMD20332,,放射治療科臨床實習(三),Clerkship in Radiation Oncology,不限,1,,2.00,0.00,放射線學科,必修,(醫學系)
112下,110167,MDMD20107,,放射診斷臨床實習(一),Clerkship in Radiology,不限,11,,2.00,0.00,放射線學科,必修,(醫學系)
112下,110168,MDMD20333,,放射診斷臨床實習(二),Clerkship in Radiology,不限,3,,2.00,0.00,放射線學科,必修,(醫學系)
112下,110169,MDMD20334,,放射診斷臨床實習(三),Clerkship in Radiology,不限,1,,2.00,0.00,放射線學科,必修,(醫學系)
112下,110170,MDMD20079,,復健科臨床實習(一),Clerkship in Physical Medicine & Rehabilitation,不限,70,,2.00,0.00,復健醫學科,必修,(醫學系)
112下,110171,MDMD20335,,復健科臨床實習(二),Clerkship in Physical Medicine & Rehabilitation,不限,5,,2.00,0.00,復健醫學科,必修,(醫學系)
112下,110172,MDMD20336,,復健科臨床實習(三),Clerkship in Physical Medicine & Rehabilitation,不限,0,,2.00,0.00,復健醫學科,必修,(醫學系)
112下,110173,MDMD20056,,家庭醫學科臨床實習(一),Clerkship in Family Medicine,不限,27,,2.00,0.00,家庭醫學科,必修,(醫學系)
112下,110174,MDMD20337,,家庭醫學科臨床實習(二),Clerkship in Family Medicine,不限,6,,2.00,0.00,家庭醫學科,必修,(醫學系)
112下,110175,MDMD20338,,家庭醫學科臨床實習(三),Clerkship in Family Medicine,不限,0,,2.00,0.00,家庭醫學科,必修,(醫學系)
112下,110176,MDMD20262,,麻醉科臨床實習(一),Clerkship in Anesthesiology,不限,75,,2.00,0.00,麻醉學科,必修,(醫學系)
112下,110177,MDMD20339,,麻醉科臨床實習(二),Clerkship in Anesthesiology,不限,2,,2.00,0.00,麻醉學科,必修,(醫學系)
112下,110178,MDMD20340,,麻醉科臨床實習(三),Clerkship in Anesthesiology,不限,0,,2.00,0.00,麻醉學科,必修,(醫學系)
112下,110179,MDMD20163,,病理科臨床實習(一),Clerkship in Pathology,不限,13,,2.00,0.00,病理學科,必修,(醫學系)
112下,110180,MDMD20341,,病理科臨床實習(二),Clerkship in Pathology,不限,6,,2.00,0.00,病理學科,必修,(醫學系)
112下,110181,MDMD20342,,病理科臨床實習(三),Clerkship in Pathology,不限,1,,2.00,0.00,病理學科,必修,(醫學系)
112下,110182,MDMD20130,,核子醫學科臨床實習(一),Clerkship in Nuclear Medicine,不限,5,,2.00,0.00,放射線學科,必修,(醫學系)
112下,110183,MDMD20327,,核子醫學科臨床實習(二),Clerkship in Nuclear Medicine,不限,0,,2.00,0.00,放射線學科,必修,(醫學系)
112下,110184,MDMD20328,,核子醫學科臨床實習(三),Clerkship in Nuclear Medicine,不限,0,,2.00,0.00,放射線學科,必修,(醫學系)
112下,110185,MDMD20033,,呼吸治療科臨床實習(一),Clerkship in Respiratory Therapy,不限,0,,2.00,0.00,內科學科,必修,(醫學系)
112下,110186,MDMD20329,,呼吸治療科臨床實習(二),Clerkship in Respiratory Therapy,不限,0,,2.00,0.00,內科學科,必修,(醫學系)
112下,110187,MDMD20330,,呼吸治療科臨床實習(三),Clerkship in Respiratory Therapy,不限,0,,2.00,0.00,內科學科,必修,(醫學系)
112下,110188,MDMD20015,,傳統醫學中心臨床實習(一),Clerkship in Traditional Medicine Center,不限,5,,2.00,0.00,醫學系,必修,(醫學系)
112下,110189,MDMD20343,,傳統醫學中心臨床實習(二),Clerkship in Traditional Medicine Center,不限,0,,2.00,0.00,醫學系,必修,(醫學系)
112下,110190,MDMD20344,,傳統醫學中心臨床實習(三),Clerkship in Traditional Medicine Center,不限,0,,2.00,0.00,醫學系,必修,(醫學系)
112下,110191,MDMD20252,,附醫實習,Clerkship in University Hospital,不限,150,,4.00,0.00,醫學系,必修,(醫學系)
112下,110192,MDMD20036,,國際衛生醫療實習,Medicine service and international health,不限,7,,4.00,0.00,醫學系,必修,(醫學系)
112下,110194,MDMD20061,,專題研究實習,Research Clerkship,不限,4,,4.00,0.00,醫學系,必修,(醫學系)
112下,110195,MDMD20248,,進階臨床核心課程(二),Advanced Clinical Skills(II),不限,37,U9a-,2.00,4.00,賴慧卿、劉時安、謝祖怡、徐佳鈿、林明志、沈靜慧、沈宜靜、譚國棟、閻忠揚、林嘉彥、黃彥翔、李宇璇、阮昭奎、吳尚儒、林俊呈、廖年晨,選修,(醫學系)
112下,110196,MDMD20002,,OSCE訓練及演練課程(一),OSCE Training Course(Ⅰ),不限,1,,1.00,1.00,吳輔榮,選修,(醫學系)
112下,110197,MDMD20100,,急重症影像醫學,Emergency Radiology,不限,4,S56-,1.00,1.00,吳銘庭、王柏欽、王俊傑、王威登、蔡孟原、江佳陵、陳怡君,選修,(醫學系)
112下,110199,MDMD20234,,臨床診療解析（二）,Clinical diagnosis,不限,1,S9a-,2.00,2.00,吳輔榮、李欣蓉、陳逸軒、曾彥敦、張簡保昌、林虞軒、魏楷哲、郭書宏、侯姿宇、陳信佑、詹宏彬、朱志勳、劉文忠、林峻宇、王俊傑、林立德、高崧碩、江承鴻、王正斌、蔡宗憲、溫俊賢、陳映佐、陳秋帆、陳其葳、黃俞憲、李明泓、林俊堯、蔡秉中、黃明萱、陳冠維、楊艾崴、黃胤銘、蔡祥維、鄭名芳、梁志光,選修,(醫學系)
112下,110202,MDMD20350,,國家考試複習課程,Medical writing exam review course,不限,40,R789-,2.00,2.00,陳怡行、周佳滿、林明志、沈靜慧、程遠揚、陳彥如、呂俊德、陳逸群、林辰祐、楊子瑤、呂曉瑜、黃勝揚、阮昭奎、黃永杰、林玟君、李柏昕、林宇力、黃儀倢、鄭由承、胡如娟、周建志、張婷雅、廖年晨、張瑞君、蘇筠涵、李揚,選修,(醫學系)
112下,110203,MDMD20254,,骨骼關節學,Orthopedics,不限,146,M12345678T1234W123456R1234F12345678-YT002[YM],1.60,1.60,蘇宇平、李光申、吳博貴、馬筱笠、王世典、張維寧、蔣恩榮、王榮磻、周伯鑫、陳昭銘、黃意超、王致又、蔡尚聞、姚又誠、奉季光、林育寬、張文杰、江昭慶、陳正豐,必修,(醫學系)
112下,110204,MDMD20025,,免疫病學,Clinical Immunology,不限,146,M12345678T1234W123456R1234F12345678-YT002[YM],1.70,1.70,陳明翰、龔彥穎、蔡長祐、張德明、陳怡行、廖顯宗、謝祖怡、陳瑋昇、陳信華、賴建志、曹彥博、孫易暄、蔡弘正,必修,(醫學系)
112下,110205,MDMD20018,,傳染病學,Infectious Disease,不限,146,M12345678T1234W123456R1234F12345678-YT002[YM],1.20,1.20,林邑璁、李欣蓉、詹宇鈞、黃祥芬、陳昕白、吳冠陞、陳夙容、巫炳峰、王建淳、阮志翰、莊茜、許仁毓、徐靖浩,必修,(醫學系)
112下,110206,MDMD20221,,腎臟學,Nephrology,不限,146,M12345678T1234W123456R1234F12345678-YT002[YM],1.30,1.30,林志慶、楊智宇、唐德成、林堯彬、劉宏祥、蔡明村、李國華、程子珩、陳範宇、黎思源、曾偉誠,必修,(醫學系)
112下,110207,MDMD20157,,泌尿學,Urology,不限,146,M12345678T1234W123456R1234F12345678-YT002[YM],1.30,1.30,林子平、黃志賢、林登龍、陳光國、張心湜、邱文祥、吳東霖、劉裕明、林志杰、范玉華、黃奕燊、魏子鈞、許自翔、黃子豪、黃逸修、鍾孝仁,必修,(醫學系)
112下,110208,MDMD20246,,血液學,Hematology,不限,146,M12345678T1234W123456R1234F12345678-YT002[YM],1.20,1.20,蕭樑材、劉嘉仁、高志平、劉耀中、簡聖軒、王浩元、柯博伸、林庭安、陳玟均、蔡淳光、許德麟,必修,(醫學系)
112下,110209,MDMD20251,,醫學腫瘤學,Medical Oncology,不限,146,M12345678T1234W123456R1234F12345678-YT002[YM],1.10,1.10,楊慕華、劉峻宇、陳博明、顏厥全、鄧豪偉、陳明晃、趙大中、洪逸平、姜乃榕、陳三奇、陳天華、高昀婕,必修,(醫學系)
112下,110210,MDMD20075,,影像診斷學,Diagnostic Radiology,不限,146,M12345678T1234W123456R1234F12345678-YT002[YM],.50,.50,凌憬峰、沈書慧、邱宏仁、吳宏達、吳慶蘭,必修,(醫學系)
112下,110211,MDMD20110,,放射治療學,Radiation Therapy,不限,146,M12345678T1234W123456R1234F12345678-YT002[YM],.20,.20,劉裕明、黃品逸、陳一瑋、賴姿妤,必修,(醫學系)
112下,110212,MDMD20128,,核子醫學,Nuclear Medicine,不限,146,M12345678T1234W123456R1234F12345678-YT002[YM],.30,.30,彭南靖、黃文盛、王昱豐、胡蓮欣、李哲皓,必修,(醫學系)
112下,110213,MDMD00002,,復健醫學,Physical Medicine &amp; Rehabilitation,不限,146,M12345678T1234W123456R1234F12345678-YT002[YM],.50,.50,高崇蘭、蔡泊意、孫淑芬、程遠揚、王建智、劉鼎浩,必修,(醫學系)
112下,110214,MDMD20038,,基礎醫學總論,The Comprehensive Course of Basic Medical Science,不限,104,Sb-YT002[YM],2.00,2.00,凌憬峰、吳鈺琳、阮琪昌、陳念榮、陳威儀、嚴錦城、王琬菁、嵇達德、張原翊、蔡明翰、高正彥、簡千栩、吳莉玲、邱美妙,選修,(醫學系)
112下,110215,MDMD10123,,醫師工程師專題研究,Physician Engineer Program Research,不限,9,U1-,1.00,2.00,楊智傑、陳麗芬、柯立偉、廖育德、陳冠宇、黃俊龍、陸曉峰、江柏翰,必修,(醫學系)
112下,110216,MDMD10035,,心靈成長(四),Spiritual Growth Ⅳ,不限,10,Ryz-,1.00,2.00,尹彙文,必修,(醫學系)
112下,110217,MDMD10034,,心靈成長(二),Spiritual Growth Ⅱ,不限,11,W78-,1.00,2.00,楊懷哲,必修,(醫學系)
112下,110218,MDMD10020,,導師時間,Class Meeting,不限,135,S34-,0.00,2.00,凌憬峰、鄭彥甫、林惠菁、丁乾坤、陳世彬、楊智傑、張婷婷、陳志強、張榮偉、高正彥、侯珮珊、賴峻毅、任一安,必修,(醫學系)
112下,110219,MDMD20040,,基礎臨床技能訓練課程(二),Basic clinical skills (BCS) training(II),不限,146,R5678-YX216[YM],1.50,1.50,楊盈盈、李懿宬、黃孝先、尤香玉、蘇宇平、黃祥芬、邱逸淳、梁仁峯、劉祐岑、陳昭銘、陳坤波、徐迺維、黃加璋、黃文彬、袁維新、周建成、林宜璇、林志遠、賴至柔、陳偉華、陳明正、黃偉杰、莊美幸、李秋陽、姚又誠、許立翰、賴昱維、曾麒龍、徐維良、施彥丞、鄧欣一、蕭丞皓、盧雅雯、張皓智、吳政億、莊梓昱、楊惠馨、馬聖翔、林煥湫、馮嘉毅、黃竣暘、羅永鴻、曾偉誠,必修,(醫學系)
112下,110220,MDMD10020,,導師時間,Class Meeting,不限,146,Sc-YT205[YM],0.00,2.00,凌憬峰、林慶波、吳鈺琳、陳麗芬、鄭瓊娟、邱士華、張世霖、黃自強、張原翊、吳莉玲、張雲亭、陳明德、王維庭,必修,(醫學系)
112下,110221,MDMD10040,,整合醫學暨中醫學現代進展,Recent Advances in Integrative Medicine and Chinese Medicine,不限,27,W78-YT303[YM],2.00,2.00,龔彥穎、郭文華、張清貿、楊仁鄰、鄭惇方、張凱惟、吳大鵬、張家國、陳昭憲,選修,(醫學系)
112下,110222,MDMD10035,,心靈成長(四),Spiritual Growth Ⅳ,不限,1,W34-YT104[YM],1.00,2.00,張榮偉,必修,(醫學系)
112下,110045,MDMD10060,,生理學,Physiology,180,176,M1234T12345678W12R12345678F1234-YT001[YM],3.40,3.40,吳鈺琳、黃娟娟、阮琪昌、李怡萱、林惠菁、張原翊、洪成志、楊凱鈞、蔡明村、董萃英、舒宜芳、程子珩、曾偉誠,必修,(醫學系)
112下,110046,MDMD10062,,生理學實驗,Physiology Laboratory,126,176,T5678R5678-YED214[YM],.40,.80,吳鈺琳、林惠菁,必修,(醫學系)
112下,112256,BEPT10022,,普通物理學(二),General Physics (II),不限,83,M56-YX216[YM],2.00,2.00,黃宣誠,必修,(醫學系)
112下,112500,LSLS10025,,生命科學總論(下),"General Biology, 2nd semester",不限,52,T56-YK533[YM],2.00,2.00,李曉暉、羅清維、張欣暘、藍昇輝,必修,(醫學系)
112下,112502,LSLS10009,,微積分(二),Calculus II,不限,54,T34-YX406[YM],2.00,2.00,王禹超,必修,(醫學系)
112下,112503,LSLS10035,,遺傳學原理的實作與應用,Laboratory in Fundamental Genetics and its Applications,不限,48,F5678-YED109[YM],2.00,4.00,陳嘉霖、陳虹如、楊念中,必修,(醫學系)
112下,112900,MDDC10008,,有機化學,Organic Chemistry,不限,130,T7R34-YX216[YM],3.00,3.00,蔡有光、王毓瑄、林照雄、廖韋晴,必修,(醫學系)
112下,112905,MDDC10010,,有機化學實驗,Organic Chemistry Laboratory,不限,42,W5678-YED309[YM],1.00,4.00,蔡有光、王毓瑄、姜為中、徐子涵,選修,(醫學系)
112下,112906,MDDC10010,,有機化學實驗,Organic Chemistry Laboratory,不限,30,F5678-YED309[YM],1.00,4.00,蔡有光、王毓瑄、姜為中、徐子涵,選修,(醫學系)
112下,113100,MDDR10015,,藥理學,Pharmacology,不限,145,M12345678T1234W123456R1234F12345678-YT002[YM],1.70,1.70,嚴錦城、李新城、黃自強、兵岳忻、王湘翠、陳斯婷、張豫立、陳聿歆,必修,(醫學系)
112下,113101,MDDR10009,,藥理學實驗,Pharmacology Lab.,32,33,R9abc-YX503[YM],1.00,2.00,嚴錦城,選修,(醫學系)
112下,113201,MDDM10008,,微生物學及免疫學,Microbiology & Immunology,不限,142,"W12F567-ED101[GF],W12F567-YX216[YM]",4.00,4.00,陳紀如、徐嘉琳、高正彥,必修,(醫學系)
112下,113300,MDDI10001,,寄生蟲學,Parasitology,200,148,M56-YT001[YM],1.40,2.00,嵇達德、廖皎君、陳正成,必修,(醫學系)
112下,113301,MDDI10004,,寄生蟲學實驗,Parasitology Lab.,200,145,M78-YEC211[YM],.60,2.00,嵇達德、廖皎君,必修,(醫學系)
112下,113400,MDDA10006,,病理學,Pathology,150,145,T5678-YT002[YM],1.50,1.50,李芬瑤、許志怡、王蕾琪、杭仁釩、林士堯、楊靜芬、張富邦、劉雯玲,必修,(醫學系)
112下,113401,MDDA10008,,病理學實驗,Pathology Laboratory,150,145,T5678-YT002[YM],.50,1.00,李芬瑤、劉雯玲,必修,(醫學系)
112下,113501,MDDH10006,,環境衛生概論,Introduction to Environmental Health,不限,45,S12-,1.00,2.00,楊振昌、陳美蓮、余國賓、紀凱獻、黃鈺芳、潘文驥、張榮偉、郭憲文,選修,(醫學系)
112下,113502,MDMD10106,,進階公共衛生議題,Topics in Advanced Public Health,不限,137,W56-,1.00,1.00,陳瓊梅、黃心苑、余國賓、紀凱獻、李美璇、陳信任、張榮偉、林怡君、衛雅樂、陳翎、任一安、璩大成、劉宗榮、顏永豐、李雅玲、黃品翔,必修,(醫學系)
112下,113506,MDMD10002,,公共衛生概論,Introduction to Public Health,不限,138,T12-YX216[YM],1.00,1.00,陳娟瑜、楊振昌、黃心苑、黃嵩立、周穎政、雷文玫、陳信任,必修,(醫學系)
112下,113800,MDMD10083,領域課程-個人、社會與文化(110),"精神醫學與社會
領域課程-個人、社會與文化",Psychiatry and the Society,24,25,R56-EE112[GF],2.00,2.00,林彥鋒,選修,(醫學系)
112下,113801,MDMD10036,領域課程-個人、社會與文化(110),"性別與醫學
領域課程-個人、社會與文化",Gender and Medicine,30,29,F34-YT304[YM],2.00,2.00,任一安,選修,(醫學系)
112下,113802,MDMD10036,領域課程-個人、社會與文化(110),"性別與醫學
領域課程-個人、社會與文化",Gender and Medicine,40,50,R9a-A203[GF],2.00,2.00,任一安,選修,(醫學系)
112下,113803,MDMD10125,,醫院中的醫學倫理與人文,Medical Ethics and Humanity in Hospital,40,57,"F12-CS100[GF],F12-YM201[YM]",2.00,2.00,黃志賢、楊令瑀、雷文玫、賴其萬、蔡甫昌、陳秀丹,選修,(醫學系)
112下,113804,MDMD10001,,ER中的倫理與法律,Law and Ethics in ER,40,12,F12-YT206[YM],2.00,2.00,楊秀儀,選修,(醫學系)
112下,113805,MDMD10072,,生命倫理與法律,Bioethics and Law,35,24,T56-YT302[YM],2.00,2.00,雷文玫,選修,(醫學系)
112下,113806,MDMD10030,,心理阻礙與溝通,Psychological barrier and communication,24,10,F34-YT203[YM],2.00,2.00,王欽毅,選修,(醫學系)
112下,113808,MDDE10011,,聆聽受苦：病痛經驗與存在現象學,Listening to Suffering : Illness Experience and Existential Phenomenology,20,19,T56-YT203[YM],2.00,2.00,林雅萍,選修,(醫學系)
112下,113809,MDMD10129,,"醫學人文的實踐
專業服務學習",The Practice of Medical Humanities,不限,121,T5678-YX406[YM],2.00,2.00,凌憬峰、黃嵩立、周穎政、楊秀儀、陳亮恭、吳貞宜、黃宣穎、李威儒、陳映燁、盧鴻毅、林頂、蔡景耀、鄭健禹、葉圜叡、曾裕娟、蔡紫君,必修,(醫學系)
